protocol,protocol_detected,master_proto,app_proto,category_name,category_id,flows,avg_detect_pkt_in_flow,var_detect_pkt_in_flow,avg_detecting_bytes,var_detecting_bytes,avg_packets_in_flow,var_packets_in_flow,avg_bytes_in_flow,var_bytes_in_flow,avg_detecting_total_ms,var_detecting_total_ms,avg_detecting_detection_only_ms,var_detecting_detection_only_ms,avg_detecting_flow_table_ms,var_detecting_flow_table_ms,avg_detecting_other_ms,var_detecting_other_ms,avg_detecting_detection_ratio,var_detecting_detection_ratio,avg_detecting_flow_table_ratio,var_detecting_flow_table_ratio,avg_detecting_other_ratio,var_detecting_other_ratio
GRE,1,0,80,Network,14,4278,1.0,0.0,297.528517999065,64900.55119700891,334.6928471248247,388582659.6214122,119019.76764843384,47747721311795.81,0.001268568489948574,2.0261163661347477e-07,0.0005384249649368864,2.3477244369739302e-08,0.00037434478728377743,1.2950664573135962e-07,0.0003557987377279103,1.4366786903066475e-07,0.46987727185600753,0.025095985340599543,0.27973156802244037,0.03625708785069184,0.2503911589527817,0.042695638646791004
LLMNR,1,0,154,Network,14,2264,1.0,0.0,85.90415194346289,180.18118417479303,2.8193462897526502,21.50137483768058,267.74249116607774,295105.33165739826,0.0021607645759717316,9.296152489041488e-07,0.0014669677561837456,5.669426266105128e-07,0.00037082243816254415,3.0239400469087513e-07,0.0003229743816254417,1.37468448990342e-07,0.690965816696113,0.031082767148041927,0.15890246863957597,0.025147512846998135,0.15013171466431094,0.020588756109065225
TLS.Mozilla,1,91,125,Web,5,2166,4.018467220683287,0.019972904511850652,567.3716528162512,133601.95282524603,28.751154201292707,250.08719857548328,9197.185595567867,349377273.1179089,0.009337780701754388,2.5988821607956294e-05,0.008315306094182826,2.550889706927958e-05,0.0003892026777469991,1.4017900093465795e-07,0.0006332719298245613,1.7668892743921207e-07,0.8883362700831026,0.0022329850972987076,0.04242628670360111,0.0015400496861306357,0.06923744506001846,0.0018084902529404258
SSDP,1,0,12,System,18,2128,1.0,0.0,191.18421052631578,966.4331717451523,8.396616541353383,445.54758253716994,1999.283364661654,43888061.729384914,0.002908195488721804,2.449403076445814e-06,0.0022859793233082704,9.080059337830007e-07,0.0003186362781954887,1.3356747887590804e-06,0.0003035798872180451,1.271881233172805e-07,0.7981200239661654,0.0147790585384623,0.09717919031954887,0.009001606582191693,0.1047007852443609,0.011365185823255101
TLS.Facebook,1,91,119,SocialNetwork,6,1526,4.0,0.0,497.64220183486236,16030.525977851792,52.499344692005245,4493.7336168707025,28548.5249017038,4596244079.507572,0.00810122018348624,3.2593388942344915e-05,0.006947271297509829,2.6098929132915015e-06,0.0005218401048492793,2.949867489710719e-05,0.0006321087811271297,1.6382129878265587e-07,0.8707406625163826,0.003611617473661334,0.048899580602883345,0.0026693148927140137,0.08035976998689384,0.0024327426180525986
TLS.GoogleServices,1,91,239,Web,5,1102,4.0,0.0,522.9119782214156,24037.584811150162,56.460072595281304,6587.990692553713,25092.66878402904,2417616082.4937444,0.008740506352087113,4.877904280812646e-06,0.0076899210526315785,4.296046805927023e-06,0.0003920535390199637,1.6970695992849166e-07,0.0006585317604355717,1.8825973719454152e-07,0.8787284818511797,0.0026179522860336995,0.04488566243194192,0.0018161905183179895,0.0763858611615245,0.00216911711792537
TLS.Canonical,1,91,169,Cloud,13,969,4.148606811145511,0.2627457370433916,448.4231166150671,3868.7518288832016,24.374613003095977,220.05677552102802,9578.2693498452,746758715.1689366,0.008303939112487101,2.186418940565157e-06,0.0072703756449948405,1.982078298519321e-06,0.00036988648090815275,1.2936632147874085e-07,0.0006636769865841074,2.113975643929833e-07,0.8757445944272446,0.0029626216222287,0.04473426418988648,0.0017715282316949094,0.07952113519091848,0.002419612806771197
LDAP,1,0,112,System,18,929,5.407965554359526,7.001486603765059,616.497308934338,232979.72469674092,50.18514531754575,7643.709531760369,14738.262648008611,682537236.8309083,0.0038174542518837457,2.9434605729878416e-06,0.0026845306781485465,2.2467299067552987e-06,0.00039867922497308935,1.5961059032189664e-07,0.0007342443487621098,2.0771667118711625e-07,0.68634063401507,0.016248484065136237,0.11505637244348763,0.012701528237473772,0.198603,0.013102538172757805
Kerberos,1,0,111,Network,14,905,3.2088397790055248,9.029314123500505,1042.3723756906077,776636.2116125881,9.39889502762431,53.4419877293123,4112.300552486188,6179321.359391959,0.003209046408839779,1.6081622267459478e-05,0.002110882872928177,3.118304803960807e-06,0.0004040718232044199,7.377647804767864e-07,0.0006940917127071823,1.1827892149599832e-05,0.6789640906077348,0.020589616318906708,0.13332687624309392,0.020327752957233304,0.18770902099447515,0.019414839789353152
TLS.Microsoft,1,91,212,Web,5,808,4.008663366336633,0.016014054994608375,480.0259900990099,3768.4832354058426,27.919554455445546,4034.7274394054502,17269.48267326733,5878478855.715046,0.010895268564356434,5.321534238516751e-06,0.00989309900990099,4.921465824355456e-06,0.00036090346534653467,1.4227599810680327e-07,0.0006412660891089109,1.424734131074772e-07,0.906928358910891,0.0016681267393192029,0.03290503094059406,0.0010523377286116664,0.06016660396039604,0.0012461223452490933
TLS.Twitter,1,91,120,SocialNetwork,6,785,4.0,0.0,554.7643312101911,22355.38522455272,48.84076433121019,8053.47400705911,30140.098089171974,10931401475.530506,0.008446359235668789,1.2943928416503714e-06,0.00743216050955414,1.0290620735997404e-06,0.000385540127388535,1.3294396049170354e-07,0.0006286585987261146,2.2755251529230396e-07,0.8812818484076432,0.00260524316159358,0.04530251974522293,0.0016667195089247696,0.07341563949044586,0.002120262756768122
HTTP.Google,1,7,126,Advertisement,101,775,4.0,0.0,839.941935483871,52330.51146722165,52.75483870967742,245819.01344432886,34058.96,369352331412.3689,0.0073392064516129025,2.1820879389635795e-05,0.006334787096774193,2.1765459408865766e-05,0.00038976129032258067,1.4016893269510926e-07,0.000614658064516129,1.4574434888657647e-07,0.8356306916129033,0.006824089699903607,0.06340803483870967,0.003844975788526528,0.10096128,0.004542255409806762
